1	1	1000	1	1000	1	1000	1000	1000	1000	2	4	3	3	1	1000	15	1	15	3	2	4	2	1	18	29	7	13	23	12	20	19	5	28	14	16	8	12	16	23
1	1	1000	1	1000	1	1	1	1	1000	1	2	5	1	1	1000	1000	1000	1000	1000	1000	900	800	700	600	500	400	300	200	100	5	1	1	95	15	80	16	85	57	43
1	1	1000	1	1000	1	1	1	1	1000	2	1	2	1	1	1000	500	500	500	500	500	500	500	500	500	500	500	500	500	40	10	34	1	67	66	38	27	46	26	99
1	1	1000	1	1000	1	1	1	1	1000	2	1	3	3	2	1000	500	250	250	250	250	250	250	250	250	250	250	25	25	10	43	17	1	39	25	83	24	12	36	79
1	1	1000	1	1000	1	1	1	1	1000	1000	1000	1	1	1	1000	500	250	50	50	100	100	70	50	50	50	50	25	25	1	45	44	1	66	41	68	25	23	6	38
1	1	1000	1	1000	1	1	1	1	1	1	1000	1	1	1	1000	500	250	5	50	100	100	80	50	50	50	50	25	25	46	1	5	1	59	88	45	57	22	73	23
1	1	1000	1	1000	1000	1000	1000	1000	1000	1	1000	1	1000	1	1000	400	250	5	50	100	100	70	50	50	50	50	25	25	44	10	3	1	72	12	1	2	9	8	10
1	1	1000	1	1	1	1	1	1	1000	1	1000	1	1000	1	1	400	250	5	50	100	100	90	50	50	50	50	25	25	30	30	16	1	69	84	8	86	53	11	2
1	1	1000	1	1	1	1	1	1	1000	1	1000	1	1000	1	2	400	250	5	5	100	100	80	50	50	50	50	25	25	27	11	29	1	89	99	2	13	59	28	6
1	1	1000	1	1	1	1	1	1	1000	1	1	1	1000	2	2	300	10	10	100	100	100	50	50	50	50	50	25	25	24	24	29	1	75	70	2	42	45	75	7
1	1	1000	1	1	1	1	1	1	1000	1000	1000	1000	1000	3	3	10	10	10	50	100	100	50	50	50	50	50	25	25	19	26	44	1	48	49	7	24	45	92	10
1	1	1000	1	1	1	1	1	1	1000	1	1	1	3	3	250	250	250	250	250	100	100	250	100	100	100	100	25	25	48	13	12	1	86	89	5	9	37	18	2
1	1	1000	1	1	1	1	1	1	1000	1	5	5	400	400	250	250	250	250	250	250	250	250	100	100	100	100	25	25	5	24	26	1	12	13	7	71	4	63	2
1	1	1000	1000	1000	1000	1000	1000	1	1000	1	5	5	400	400	400	400	400	400	400	250	250	250	100	100	100	100	25	25	47	10	46	1	1	5	7	72	34	24	4
1	1	1000	1	1	1	1	1	1	1000	1	5	5	400	400	400	400	400	400	400	250	250	250	100	100	100	100	25	25	25	23	37	1	31	24	87	33	18	64	1
1	1	1000	1	1	1	1	1	1	1000	1	5	5	400	250	250	250	250	250	250	250	250	250	100	100	100	100	25	25	38	26	10	1	91	51	86	60	59	59	2
1	1	1	1	1	1	1	1	1	1000	1	5	5	5	250	250	250	250	250	250	250	250	250	100	100	100	100	25	25	42	48	16	1	68	90	23	55	66	89	1
